Record Date,State Name,Interest Rate Percent,Outstanding Advance Balance,Advance Authorization Current Month,Gross Advance Draws Current Month,Interest Accrued Fiscal Year to Date,Interest Paid Amount,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2020-08-28","California","2.40870090","10277592547.88","4500000000.00","3036000000.00","0.00","0.00","1","2020","4","2020","3","08","28"
"2020-08-28","Minnesota","2.40870090","340809677.52","400000000.00","310786451.62","0.00","0.00","10","2020","4","2020","3","08","28"
"2020-08-28","New York","2.40870090","6529483174.02","2300000000.00","1469130272.07","0.00","0.00","13","2020","4","2020","3","08","28"
"2020-08-28","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","28"
"2020-08-28","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","28"
"2020-08-28","Massachusetts","2.40870090","1162068836.73","700000000.00","410453651.08","0.00","0.00","9","2020","4","2020","3","08","28"
"2020-08-28","Kentucky","2.40870090","270681135.54","325000000.00","97482925.87","0.00","0.00","8","2020","4","2020","3","08","28"
"2020-08-28","Colorado","2.40870090","85491047.10","500000000.00","85491047.10","0.00","0.00","2","2020","4","2020","3","08","28"
"2020-08-28","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","28"
"2020-08-28","Virgin Islands","2.40870090","63339765.51","5000000.00","4856551.00","0.00","0.00","18","2020","4","2020","3","08","28"
"2020-08-28","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","28"
"2020-08-28","Ohio","2.40870090","741682473.34","600000000.00","189016000.00","0.00","0.00","14","2020","4","2020","3","08","28"
"2020-08-27","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","27"
"2020-08-27","New Jersey","2.40870090","56945000.00","600000000.00","56945000.00","0.00","0.00","11","2020","4","2020","3","08","27"
"2020-08-27","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","27"
"2020-08-27","California","2.40870090","9996663473.51","4500000000.00","2746000000.00","0.00","0.00","1","2020","4","2020","3","08","27"
"2020-08-27","Virgin Islands","2.40870090","60339765.51","5000000.00","1856551.00","0.00","0.00","18","2020","4","2020","3","08","27"
"2020-08-27","Texas","2.40870090","3695794582.99","1900000000.00","1058933071.22","0.00","0.00","16","2020","4","2020","3","08","27"
"2020-08-27","Kentucky","2.40870090","268943339.54","325000000.00","95745129.87","0.00","0.00","8","2020","4","2020","3","08","27"
"2020-08-27","West Virginia","2.40870090","49937854.39","125000000.00","14450929.58","0.00","0.00","19","2020","4","2020","3","08","27"
"2020-08-27","Minnesota","2.40870090","333205677.52","400000000.00","302682451.62","0.00","0.00","10","2020","4","2020","3","08","27"
"2020-08-27","Colorado","2.40870090","82582386.54","500000000.00","82582386.54","0.00","0.00","2","2020","4","2020","3","08","27"
"2020-08-27","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","27"
"2020-08-27","Ohio","2.40870090","741682473.34","600000000.00","189016000.00","0.00","0.00","14","2020","4","2020","3","08","27"
"2020-08-27","New York","2.40870090","6510906189.56","2300000000.00","1450553287.61","0.00","0.00","13","2020","4","2020","3","08","27"
"2020-08-27","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","27"
"2020-08-27","Massachusetts","2.40870090","1158564974.90","700000000.00","406949789.25","0.00","0.00","9","2020","4","2020","3","08","27"
"2020-08-27","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","27"
"2020-08-27","Illinois","2.40870090","1507051050.12","1100000000.00","479250800.52","0.00","0.00","7","2020","4","2020","3","08","27"
"2020-08-27","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","27"
"2020-08-27","Hawaii","2.40870090","281103998.95","435000000.00","183088394.68","0.00","0.00","6","2020","4","2020","3","08","27"
"2020-08-26","Massachusetts","2.40870090","1154488411.36","700000000.00","402873225.71","0.00","0.00","9","2020","4","2020","3","08","26"
"2020-08-26","New York","2.40870090","6480349071.78","2300000000.00","1419996169.83","0.00","0.00","13","2020","4","2020","3","08","26"
"2020-08-26","California","2.40870090","10000034279.83","3500000000.00","2746000000.00","0.00","0.00","1","2020","4","2020","3","08","26"
"2020-08-26","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","26"
"2020-08-26","Kentucky","2.40870090","266121714.54","325000000.00","92923504.87","0.00","0.00","8","2020","4","2020","3","08","26"
"2020-08-26","Hawaii","2.40870090","275990172.13","435000000.00","177974567.86","0.00","0.00","6","2020","4","2020","3","08","26"
"2020-08-26","New Jersey","2.40870090","30588000.00","600000000.00","30588000.00","0.00","0.00","11","2020","4","2020","3","08","26"
"2020-08-26","Virgin Islands","2.40870090","60339765.51","5000000.00","1856551.00","0.00","0.00","18","2020","4","2020","3","08","26"
"2020-08-26","Minnesota","2.40870090","323488677.52","400000000.00","292940451.62","0.00","0.00","10","2020","4","2020","3","08","26"
"2020-08-26","Ohio","2.40870090","741682473.34","600000000.00","189016000.00","0.00","0.00","14","2020","4","2020","3","08","26"
"2020-08-26","Texas","2.40870090","3638670059.18","1900000000.00","1001808547.41","0.00","0.00","16","2020","4","2020","3","08","26"
"2020-08-26","Illinois","2.40870090","1483968121.99","1100000000.00","456167872.39","0.00","0.00","7","2020","4","2020","3","08","26"
"2020-08-26","West Virginia","2.40870090","49937854.39","125000000.00","14450929.58","0.00","0.00","19","2020","4","2020","3","08","26"
"2020-08-26","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","26"
"2020-08-26","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","26"
"2020-08-26","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","26"
"2020-08-26","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","26"
"2020-08-26","Colorado","2.40870090","78557613.08","500000000.00","78557613.08","0.00","0.00","2","2020","4","2020","3","08","26"
"2020-08-26","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","26"
"2020-08-24","Virgin Islands","2.40870090","60339765.51","5000000.00","1856551.00","0.00","0.00","18","2020","4","2020","3","08","24"
"2020-08-24","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","24"
"2020-08-24","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","24"
"2020-08-24","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","24"
"2020-08-24","California","2.40870090","9906169998.86","3500000000.00","2626000000.00","0.00","0.00","1","2020","4","2020","3","08","24"
"2020-08-24","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","24"
"2020-08-24","Colorado","2.40870090","53836357.40","500000000.00","53836357.40","0.00","0.00","2","2020","4","2020","3","08","24"
"2020-08-24","West Virginia","2.40870090","47447450.33","125000000.00","11960525.52","0.00","0.00","19","2020","4","2020","3","08","24"
"2020-08-24","Ohio","2.40870090","714505473.34","600000000.00","161839000.00","0.00","0.00","14","2020","4","2020","3","08","24"
"2020-08-24","Minnesota","2.40870090","283126798.15","400000000.00","245112171.42","0.00","0.00","10","2020","4","2020","3","08","24"
"2020-08-24","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","24"
"2020-08-24","Kentucky","2.40870090","244271025.54","325000000.00","71072815.87","0.00","0.00","8","2020","4","2020","3","08","24"
"2020-08-24","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","24"
"2020-08-24","New York","2.40870090","6359631244.45","2300000000.00","1299278342.50","0.00","0.00","13","2020","4","2020","3","08","24"
"2020-08-24","Massachusetts","2.40870090","1118563104.25","700000000.00","366947918.60","0.00","0.00","9","2020","4","2020","3","08","24"
"2020-08-24","Texas","2.40870090","3492252453.27","1900000000.00","855390941.50","0.00","0.00","16","2020","4","2020","3","08","24"
"2020-08-24","Hawaii","2.40870090","242374660.58","435000000.00","144359056.31","0.00","0.00","6","2020","4","2020","3","08","24"
"2020-08-24","Illinois","2.40870090","1377087750.45","1100000000.00","349287500.85","0.00","0.00","7","2020","4","2020","3","08","24"
"2020-08-24","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","24"
"2020-08-21","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","21"
"2020-08-21","Illinois","2.40870090","1369655265.90","1100000000.00","341855016.30","0.00","0.00","7","2020","4","2020","3","08","21"
"2020-08-21","New York","2.40870090","6148488523.99","2300000000.00","1088135622.04","0.00","0.00","13","2020","4","2020","3","08","21"
"2020-08-21","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","21"
"2020-08-21","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","21"
"2020-08-21","California","2.40870090","9399808907.65","3500000000.00","2106000000.00","0.00","0.00","1","2020","4","2020","3","08","21"
"2020-08-21","Texas","2.40870090","3448680275.57","1900000000.00","811818763.80","0.00","0.00","16","2020","4","2020","3","08","21"
"2020-08-21","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","21"
"2020-08-21","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","21"
"2020-08-21","Ohio","2.40870090","661292473.34","600000000.00","108626000.00","0.00","0.00","14","2020","4","2020","3","08","21"
"2020-08-21","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","21"
"2020-08-21","Hawaii","2.40870090","230497633.55","435000000.00","132482029.28","0.00","0.00","6","2020","4","2020","3","08","21"
"2020-08-21","Colorado","2.40870090","25702425.54","500000000.00","25702425.54","0.00","0.00","2","2020","4","2020","3","08","21"
"2020-08-21","Virgin Islands","2.40870090","60339765.51","5000000.00","1856551.00","0.00","0.00","18","2020","4","2020","3","08","21"
"2020-08-21","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","21"
"2020-08-21","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","21"
"2020-08-21","Kentucky","2.40870090","240306907.54","325000000.00","67108697.87","0.00","0.00","8","2020","4","2020","3","08","21"
"2020-08-21","Massachusetts","2.40870090","1024742498.22","700000000.00","273127312.57","0.00","0.00","9","2020","4","2020","3","08","21"
"2020-08-21","Minnesota","2.40870090","277828798.15","400000000.00","239389171.42","0.00","0.00","10","2020","4","2020","3","08","21"
"2020-08-20","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","20"
"2020-08-20","Kentucky","2.40870090","239013037.64","325000000.00","65814827.97","0.00","0.00","8","2020","4","2020","3","08","20"
"2020-08-20","Ohio","2.40870090","658414473.34","600000000.00","105748000.00","0.00","0.00","14","2020","4","2020","3","08","20"
"2020-08-20","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","20"
"2020-08-20","Texas","2.40870090","3375933655.59","1900000000.00","739072143.82","0.00","0.00","16","2020","4","2020","3","08","20"
"2020-08-20","Massachusetts","2.40870090","1024742498.22","700000000.00","273127312.57","0.00","0.00","9","2020","4","2020","3","08","20"
"2020-08-20","Minnesota","2.40870090","270662335.52","400000000.00","230184171.42","0.00","0.00","10","2020","4","2020","3","08","20"
"2020-08-20","Hawaii","2.40870090","230497633.55","435000000.00","132482029.28","0.00","0.00","6","2020","4","2020","3","08","20"
"2020-08-20","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","20"
"2020-08-20","Illinois","2.40870090","1352073568.18","1100000000.00","324273318.58","0.00","0.00","7","2020","4","2020","3","08","20"
"2020-08-20","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","20"
"2020-08-20","California","2.40870090","9176831879.07","3500000000.00","1870000000.00","0.00","0.00","1","2020","4","2020","3","08","20"
"2020-08-20","Virgin Islands","2.40870090","60339765.51","5000000.00","1856551.00","0.00","0.00","18","2020","4","2020","3","08","20"
"2020-08-20","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","20"
"2020-08-20","New York","2.40870090","6127338026.36","2300000000.00","1066985124.41","0.00","0.00","13","2020","4","2020","3","08","20"
"2020-08-20","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","20"
"2020-08-20","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","20"
"2020-08-20","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","20"
"2020-08-20","Colorado","2.40870090","25702425.54","500000000.00","25702425.54","0.00","0.00","2","2020","4","2020","3","08","20"
"2020-08-19","Minnesota","2.40870090","260725957.90","400000000.00","219209171.42","0.00","0.00","10","2020","4","2020","3","08","19"
"2020-08-19","Ohio","2.40870090","657373529.90","600000000.00","104679000.00","0.00","0.00","14","2020","4","2020","3","08","19"
"2020-08-19","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","19"
"2020-08-19","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","19"
"2020-08-19","New York","2.40870090","6094358033.95","2300000000.00","1033998753.14","0.00","0.00","13","2020","4","2020","3","08","19"
"2020-08-19","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","19"
"2020-08-19","Virgin Islands","2.40870090","60642806.18","5000000.00","1856551.00","0.00","0.00","18","2020","4","2020","3","08","19"
"2020-08-19","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","19"
"2020-08-19","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","19"
"2020-08-19","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","19"
"2020-08-19","Illinois","2.40870090","1323841686.73","1100000000.00","296041415.92","0.00","0.00","7","2020","4","2020","3","08","19"
"2020-08-19","Texas","2.40870090","3312595398.90","1900000000.00","675733887.13","0.00","0.00","16","2020","4","2020","3","08","19"
"2020-08-19","Hawaii","2.40870090","220721682.08","435000000.00","122706077.81","0.00","0.00","6","2020","4","2020","3","08","19"
"2020-08-19","California","2.40870090","9183048391.30","3500000000.00","1870000000.00","0.00","0.00","1","2020","4","2020","3","08","19"
"2020-08-19","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","19"
"2020-08-19","Massachusetts","2.40870090","1017624998.71","700000000.00","266009813.06","0.00","0.00","9","2020","4","2020","3","08","19"
"2020-08-19","Kentucky","2.40870090","237729176.79","325000000.00","64527950.97","0.00","0.00","8","2020","4","2020","3","08","19"
"2020-08-19","Colorado","2.40870090","21529300.11","500000000.00","21529300.11","0.00","0.00","2","2020","4","2020","3","08","19"
"2020-08-19","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","19"
"2020-08-18","Hawaii","2.40870090","206321772.73","435000000.00","108306168.46","0.00","0.00","6","2020","4","2020","3","08","18"
"2020-08-18","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","18"
"2020-08-18","California","2.40870090","9157470245.00","3500000000.00","1820000000.00","0.00","0.00","1","2020","4","2020","3","08","18"
"2020-08-18","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","18"
"2020-08-18","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","18"
"2020-08-18","Illinois","2.40870090","1272926305.64","1100000000.00","245126034.83","0.00","0.00","7","2020","4","2020","3","08","18"
"2020-08-18","Ohio","2.40870090","649970529.90","600000000.00","97276000.00","0.00","0.00","14","2020","4","2020","3","08","18"
"2020-08-18","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","18"
"2020-08-18","Virgin Islands","2.40870090","60642806.18","5000000.00","1856551.00","0.00","0.00","18","2020","4","2020","3","08","18"
"2020-08-18","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","18"
"2020-08-18","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","18"
"2020-08-18","Kentucky","2.40870090","231662470.79","325000000.00","58461244.97","0.00","0.00","8","2020","4","2020","3","08","18"
"2020-08-18","Minnesota","2.40870090","238903225.13","400000000.00","197061438.65","0.00","0.00","10","2020","4","2020","3","08","18"
"2020-08-18","Colorado","2.40870090","15442323.37","500000000.00","15442323.37","0.00","0.00","2","2020","4","2020","3","08","18"
"2020-08-18","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","18"
"2020-08-18","Massachusetts","2.40870090","1005200484.62","700000000.00","253585298.97","0.00","0.00","9","2020","4","2020","3","08","18"
"2020-08-18","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","18"
"2020-08-18","New York","2.40870090","6052497034.21","2300000000.00","992137753.40","0.00","0.00","13","2020","4","2020","3","08","18"
"2020-08-18","Texas","2.40870090","3239837418.10","1900000000.00","602975906.33","0.00","0.00","16","2020","4","2020","3","08","18"
"2020-08-17","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","17"
"2020-08-17","Minnesota","2.40870090","211475223.88","400000000.00","169102438.65","0.00","0.00","10","2020","4","2020","3","08","17"
"2020-08-17","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","17"
"2020-08-17","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","17"
"2020-08-17","Texas","2.40870090","3181531680.59","1900000000.00","544670168.82","0.00","0.00","16","2020","4","2020","3","08","17"
"2020-08-17","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","17"
"2020-08-17","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","17"
"2020-08-17","New York","2.40870090","5960170791.85","2300000000.00","899811511.04","0.00","0.00","13","2020","4","2020","3","08","17"
"2020-08-17","Hawaii","2.40870090","182834179.68","435000000.00","84818575.41","0.00","0.00","6","2020","4","2020","3","08","17"
"2020-08-17","Kentucky","2.40870090","214437078.33","325000000.00","41235852.51","0.00","0.00","8","2020","4","2020","3","08","17"
"2020-08-17","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","17"
"2020-08-17","Colorado","2.40870090","0.00","500000000.00","0.00","0.00","0.00","2","2020","4","2020","3","08","17"
"2020-08-17","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","17"
"2020-08-17","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","17"
"2020-08-17","California","2.40870090","9135653339.88","3500000000.00","1782000000.00","0.00","0.00","1","2020","4","2020","3","08","17"
"2020-08-17","Massachusetts","2.40870090","982081015.68","700000000.00","230465830.03","0.00","0.00","9","2020","4","2020","3","08","17"
"2020-08-17","Ohio","2.40870090","628435529.90","600000000.00","75741000.00","0.00","0.00","14","2020","4","2020","3","08","17"
"2020-08-17","Virgin Islands","2.40870090","60642806.18","5000000.00","1856551.00","0.00","0.00","18","2020","4","2020","3","08","17"
"2020-08-17","Illinois","2.40870090","1211224829.32","1100000000.00","183424558.51","0.00","0.00","7","2020","4","2020","3","08","17"
"2020-08-14","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","14"
"2020-08-14","Ohio","2.40870090","583408529.90","600000000.00","30714000.00","0.00","0.00","14","2020","4","2020","3","08","14"
"2020-08-14","Massachusetts","2.40870090","887812059.35","700000000.00","136196873.70","0.00","0.00","9","2020","4","2020","3","08","14"
"2020-08-14","California","2.40870090","8548161276.67","3500000000.00","1182000000.00","0.00","0.00","1","2020","4","2020","3","08","14"
"2020-08-14","Illinois","2.40870090","1203325413.39","1100000000.00","175525142.58","0.00","0.00","7","2020","4","2020","3","08","14"
"2020-08-14","Kentucky","2.40870090","211187168.33","325000000.00","37985942.51","0.00","0.00","8","2020","4","2020","3","08","14"
"2020-08-14","Colorado","2.40870090","0.00","500000000.00","0.00","0.00","0.00","2","2020","4","2020","3","08","14"
"2020-08-14","Texas","2.40870090","3153068069.60","1900000000.00","516206557.83","0.00","0.00","16","2020","4","2020","3","08","14"
"2020-08-14","Hawaii","2.40870090","173067996.61","435000000.00","75052392.34","0.00","0.00","6","2020","4","2020","3","08","14"
"2020-08-14","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","14"
"2020-08-14","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","14"
"2020-08-14","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","14"
"2020-08-14","Minnesota","2.40870090","205463223.88","400000000.00","162940438.65","0.00","0.00","10","2020","4","2020","3","08","14"
"2020-08-14","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","14"
"2020-08-14","New York","2.40870090","5752925378.75","2300000000.00","692566097.94","0.00","0.00","13","2020","4","2020","3","08","14"
"2020-08-14","Virgin Islands","2.40870090","60642806.18","5000000.00","1856551.00","0.00","0.00","18","2020","4","2020","3","08","14"
"2020-08-14","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","14"
"2020-08-14","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","14"
"2020-08-14","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","14"
"2020-08-13","Ohio","2.40870090","582369529.90","600000000.00","29675000.00","0.00","0.00","14","2020","4","2020","3","08","13"
"2020-08-13","Minnesota","2.40870090","196354289.20","400000000.00","153626438.65","0.00","0.00","10","2020","4","2020","3","08","13"
"2020-08-13","Colorado","2.40870090","0.00","500000000.00","0.00","0.00","0.00","2","2020","4","2020","3","08","13"
"2020-08-13","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","13"
"2020-08-13","California","2.40870090","8564543565.03","3500000000.00","1182000000.00","0.00","0.00","1","2020","4","2020","3","08","13"
"2020-08-13","New York","2.40870090","5737681782.81","2300000000.00","677322502.00","0.00","0.00","13","2020","4","2020","3","08","13"
"2020-08-13","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","13"
"2020-08-13","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","13"
"2020-08-13","Texas","2.40870090","3088012214.28","1900000000.00","451150702.51","0.00","0.00","16","2020","4","2020","3","08","13"
"2020-08-13","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","13"
"2020-08-13","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","13"
"2020-08-13","Hawaii","2.40870090","169494861.17","435000000.00","71479256.90","0.00","0.00","6","2020","4","2020","3","08","13"
"2020-08-13","Virgin Islands","2.40870090","60642806.18","5000000.00","1856551.00","0.00","0.00","18","2020","4","2020","3","08","13"
"2020-08-13","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","13"
"2020-08-13","Massachusetts","2.40870090","882859048.48","700000000.00","131243862.83","0.00","0.00","9","2020","4","2020","3","08","13"
"2020-08-13","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","13"
"2020-08-13","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","13"
"2020-08-13","Kentucky","2.40870090","209014803.33","325000000.00","35813577.51","0.00","0.00","8","2020","4","2020","3","08","13"
"2020-08-13","Illinois","2.40870090","1183324794.09","1100000000.00","155524523.28","0.00","0.00","7","2020","4","2020","3","08","13"
"2020-08-12","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","12"
"2020-08-12","Texas","2.40870090","3021373085.24","1900000000.00","384511573.47","0.00","0.00","16","2020","4","2020","3","08","12"
"2020-08-12","Georgia","2.40870090","0.00","85000000.00","0.00","0.00","0.00","5","2020","4","2020","3","08","12"
"2020-08-12","West Virginia","2.40870090","41915884.45","125000000.00","6428959.64","0.00","0.00","19","2020","4","2020","3","08","12"
"2020-08-12","Illinois","2.40870090","1154872402.00","1100000000.00","127072131.19","0.00","0.00","7","2020","4","2020","3","08","12"
"2020-08-12","Delaware","2.40870090","0.00","74000000.00","0.00","0.00","0.00","4","2020","4","2020","3","08","12"
"2020-08-12","Virgin Islands","2.40870090","58786255.18","5000000.00","0.00","0.00","0.00","18","2020","4","2020","3","08","12"
"2020-08-12","Connecticut","2.40870090","0.00","220000000.00","0.00","0.00","0.00","3","2020","4","2020","3","08","12"
"2020-08-12","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","12"
"2020-08-12","Massachusetts","2.40870090","874985589.03","700000000.00","123370403.38","0.00","0.00","9","2020","4","2020","3","08","12"
"2020-08-12","Pennsylvania","2.40870090","0.00","800000000.00","0.00","0.00","0.00","15","2020","4","2020","3","08","12"
"2020-08-12","New York","2.40870090","5704925697.28","2300000000.00","644566416.47","0.00","0.00","13","2020","4","2020","3","08","12"
"2020-08-12","Colorado","2.40870090","0.00","500000000.00","0.00","0.00","0.00","2","2020","4","2020","3","08","12"
"2020-08-12","Hawaii","2.40870090","164978689.71","435000000.00","66963085.44","0.00","0.00","6","2020","4","2020","3","08","12"
"2020-08-12","New Mexico","2.40870090","0.00","35000000.00","0.00","0.00","0.00","12","2020","4","2020","3","08","12"
"2020-08-12","Minnesota","2.40870090","185595289.20","400000000.00","142692438.65","0.00","0.00","10","2020","4","2020","3","08","12"
"2020-08-12","Kentucky","2.40870090","206205643.33","325000000.00","33004417.51","0.00","0.00","8","2020","4","2020","3","08","12"
"2020-08-12","Ohio","2.40870090","582369529.90","600000000.00","29675000.00","0.00","0.00","14","2020","4","2020","3","08","12"
"2020-08-12","California","2.40870090","8569762749.51","3500000000.00","1172000000.00","0.00","0.00","1","2020","4","2020","3","08","12"
"2020-08-11","Hawaii","2.40870090","156353341.70","435000000.00","58337737.43","0.00","0.00","6","2020","4","2020","3","08","11"
"2020-08-11","Virginia","2.40870090","0.00","80000000.00","0.00","0.00","0.00","17","2020","4","2020","3","08","11"
"2020-08-11","Texas","2.40870090","2931480806.46","1900000000.00","294619294.69","0.00","0.00","16","2020","4","2020","3","08","11"
"2020-08-11","New Jersey","2.40870090","0.00","600000000.00","0.00","0.00","0.00","11","2020","4","2020","3","08","11"
